,Message,Label,Language
8266,bende sorunsus çalıştı convertleyıp attım sorun var ısledın,0,tr
8267,"dating service asked 2 contact u someone shy! call 09058091870 revealed. pobox84, m26 3uz 150p",1,en
8268,omg joanna freaking out. looked thru friends find photos me. asking stuff myspace even logged like year. :/,0,en
8269,melekcim merhaba derslerini onaylıyorum doktora tez önerisini geçen dönem seçmemiş miydin?,0,tr
8270,new 2 club & dont fink met yet b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x callså£1/minmobsmore lkpobox177hp51fl,1,en
8271,yazdan onceki son kelebek!boyner www.boyner.com.tr 31 mart'ta kelebekli urunlerde ekstra %40 indirim firsatini kacirmayin! ustelik cardfinans'a 9 taksitle,1,tr
8272,love start attraction.i feel need every time around me.she first thing comes thoughts.i would start day end her.she every time dream.love every breath name.my life happen around her.my life named her.i would cry her.will give happiness take sorrows.i ready fight anyone her.i love craziest things her.love proove anyone girl beautiful lady whole planet.i always singing praises her.love start making chicken curry end makiing sambar.life beautiful then.will get every morning thank god day me.i would like say lot..will tell later..,0,en
8273,yok serum yedikten sonra kendine geldi,0,tr
8274,ok iyi geceler,0,tr
8275,kuranın insanlığa hediye edildiği gecede1 sms kuran hediye edebilirsinizkuran yaz 4333e gönder 1 sms bedeli 12 tldir URL TOKEN hediyemkuranolsuncom,1,tr
8276,ozgur olsaydi satardı bunların hepsini :),0,tr
8277,muhtesem kampanya devam ediyor! buyukboy bolbol pizza+patates+1lt icecek 26.90tl! 4444500 iptal icin ret pizzapizza yaz 3347'ye gonder.,1,tr
8278,done internet connection v slow canû÷t send it. try later first thing tomo.,0,en
8279,u repeat e instructions again. wat's e road name ur house?,0,en
8280,much ur hdd casing cost.,0,en
8281,no rekeningnya bri.a/n.a.sri narti no.rek.2219-01-001948-50-7.,1,id
8282,www.kigili.com'da kar firtinasi! %70 net indirime ek %10 indirim + kargo ucretsiz! belirli urunlerde gecerli firsat icin son gun:11 ocak,1,tr
8283,"yone 500 dk, tarifenize ek 7tl! tarifeniz degismeden 12 ay boyunca ayda yone 500 dk konusmak icin katilim ek7 2522131663 yazip 6616 sms gonderin.",1,tr
8284,reverse cheating. mathematics.,0,en
8285,"way, 'rencontre' meet again. mountains dont....",0,en
8286,moby pub quiz.win å£100 high street prize u know new duchess cornwall be? txt first name 82277.unsub stop å£1.50 008704050406 sp arrow,1,en
8287,oh oke de. isi deposit transfer kmn?,0,id
8288,"anyways, go gym whatever, love *smiles* hope ok good day babe ... miss much already",0,en
8289,serkanun hocası sormuş hoca dememiş olsa derdi gibime geliyor benim yüzden pek umut bağlamıyorum,0,tr
8290,"okayyy, siang jam 1an hehe. ga kemana-mana ini?",0,id
8291,iscep bana ozel menusunde trendyol mobil uygulamasinda 50tl uzeri alisveriste aninda ucretsiz kargo firsati seni bekliyor! son gun 30 eylul - iletisim tercihlerinizi degistirmek icin:internet subesi 08507240724 t. is bankasi a.s. mersis no: 894339,1,tr
8292,thanks looking me. really appreciate.,0,en
8293,cramps stopped. going back sleep,0,en
8294,tamam kardesim. yarin cikarken ararim. konya yolundan alirim seni ??,0,tr
8295,aydi̇n forum si̇emens magazasi̇na özel yeni yi̇l kampanyasi̇ tum urunlerde baslami̇sti̇r.,1,tr
8296,dont talk ever ok word.,0,en
8297,erken rezervasyon basladi simdi alin 50ye varan indirimi kacirmayin URL TOKEN googl yjes9h sms iptal icin bvl red yazip 5830a ücretsiz gönderin,1,tr
8298,"selamat, kuota tsel 100sms. cek kuota *889#. info: www.telkomsel.com",1,id
8299,aydi̇n forum si̇emens magazasi̇nda tum urunler bahar kampanyasi̇nda..tel:05337046645,1,en
8300,isi ulang pulsa rp.5000 regular hd com 4 sukses 09/02 12:34.ref:763179369.gratis pulsa sd 250rb hg 7hr 7mlm.ktk:gratis krm 123,1,id
8302,know result.,0,en
8303,kigili'da %50 net indirim + 250 tl uzeri alisverislerde %20 hediye ceki firsati basladi. magazalarimiz www.kigili.com 'da alisverisin tam zamani! bilgi: 0800 261 1938. cikmak icin kgl yazip 2454'e gonderebilirsiniz. mersis:0562003566100015,1,tr
8304,"cool, i'll text",0,en
8305,urgent! trying contact u todays draw shows å£800 prize guaranteed. call 09050000460 land line. claim j89. po box245c2150pm,1,en
8306,really dun bluff leh... u sleep early too. nite...,0,en
8307,ga aktif si tombol algoritma2 nya teh ga ngerti,0,id
8308,much r ì_ willing pay?,0,en
8309,ahmet seminerdeyim,0,tr
8310,dear umma called :-),0,en
8311,i'm inside office..still filling forms.don know leave me.,0,en
8312,paraf'la 19 aralikta tum paraf poslarindan yapacaginiz 100tl uzeri ilk isleminize 10tl parafpara!kazan bosluk kart son 6 haneyi 3404e gonder! parafcard.com,1,tr
8313,iyi,0,tr
8314,oku bi hoşuma gidecek mi önce okuduğun bir şeydir,0,tr
8315,"angka jitu! yg putaran 20/01/2013 hubungi : 082-335555-454. mbah togel semarang ""jamin 100% tembus"" raja shio (buka 24 jam)",1,id
8316,carrefoursa kart sepetiniz tl puanla dolsun! 5-6 aralik'da secili urunlerde 200tl puan firsati! bilgi:4441000,1,tr
8317,yaaa ??,0,en
8318,"haha... got fast lose weight, thk muz go 4 month den got effect... gee,later go aust put bk e weight.",0,en
8319,abicim çalışıyorum nobetciyim ben ilk firsatta seni ariycam,0,tr
8320,"paracard toplam 170tl alisveris yap,20tl bonus kazan! 3340a davet yaz, gonder!son gun 29 subat. paracard.com.tr/u8 sms ucreti odemeden kolayca katilmak icin bonusflas'i indirin garanti.com.tr/bonus_flas",1,tr
8321,great news! call freefone 08006344447 claim guaranteed å£1000 cash å£2000 gift. speak live operator now!,1,en
8322,selamat voucher zalora rp100rb. masukkan kode voucher tsu59 transaksi www.zalora.co.id/simpati. voucher lain? hub *999*1#,1,id
8323,dapatkan e-tiket murah & promo penerbangan domestic & international booking online info hub: 085216181177 www.surya-travel.jimdo.com,1,id
8324,"dear friends, sorry late information. today birthday loving ar.praveesh. details log face book see. number + &lt;#&gt; . dont miss delicious treat.",0,en
8325,lol i'm hot air balloon!,0,en
8326,pls needs dat slowly vomit more.,0,en
8327,"kiskirtici kis indirimi hatemoglu'nda basladi. palto, kaban, ceket, mont 435.00 tl degil 199.50 tl, ustelik 2. si % 30 ekstra indirimli. ayrica 3 gomlek, 3 triko/sweat 3 pantolon 99,50 tl den baslayan fiyatlarla. sms iptali icin 3172' ye hatem hayir yazıp gönderebilirsiniz.",1,tr
8328,lol! nah bad thanks. good b home quite reality check. hows ur day been? u anything website?,0,en
8329,"urgent ur awarded complimentary trip eurodisinc trav, aco&entry41 å£1000. claim txt dis 87121 18+6*å£1.50(morefrmmob. shracomorsglsuplt)10, ls1 3aj",1,en
8330,hi dude hw r u da realy mising u today,0,en
8331,"arngd marriage u r walkin unfortuntly snake bites u. bt love marriage dancing frnt snake &amp; sayin bite me, bite me.",0,en
8332,dare ask... luck sorting car?,0,en
8333,"mmmmm ... sooooo good wake words morning, love!! mmmm fuck ... love too, lion ... *devouring kiss across sea*",0,en
8335,nomormu beruntung: tes identitas tersedia untukmu! menangkan pulsa rp10rb tes ke-30. kirim sms y 99455 sekarang! info:838 vd001,1,id
8336,ister battaniye ister yatak ortusu olarak kullanilabilen king size kurklu battaniyeler hafta 200 tl yerine 49.90 tl. magazalarda www.madamecoco.com'da,1,tr
8337,"thanks, i'll keep mind",0,en
8338,aynen iyi istiyolar :),0,tr
8339,uyuyoruz ablamlardayim,0,tr
8341,"ogretmenler gunune ozel ,20-25 kasim tarihleri arasinda sezon konfeksiyon urunlerinde 1alana1bedava. magazalarimiza bekler, keyifli alisverisler dileriz. www.dagistore.com size ozel tekliflerimizi almak istemiyorsaniz dagi yazip 3525'e gonderebilirsiniz.",1,tr
8342,2 half years missed friendship:-),0,en
8343,"kigili kis sezonunda %70+%20 indirimle son haftalar! triko 49, iki pantolon 118, yun ceket 192tl'den baslayan fiyatlarla",1,tr
8344,need lar go engin? cos sis arts today...,0,en
8345,duru'yu görmen lazımdı,0,tr
8346,"vatan'da haftasonu lenovo g50-70 notebook 1799tl,apple ipad air tablet 999tl,axen 32"" led ekran 499tl,samsung galaxy s4 1249tl.kampanya stoklarla limitlidir.",1,tr
8347,text banneduk 89555 see! cost 150p textoperator g696ga 18+ xxx,1,en
8348,"beymen club bodrum oasis avm'de garanti kartlarina ozel %25 indirim,750tl alisveriste gecerlidir.daha fazla kampanya firsat icin bonusflas'i indirin garanti.com.tr/bonus_flas. size ozel indirim kampanyalarimiz ilgili ucretsiz sms almak istemiyorsaniz smsiptal yazip 3342'ye gonderebilirsiniz.",1,tr
8349,pesan resmi pt.planet 3card hadiah cek tunai senilai rp.100jt jatuh pemenang (3) kode pin:bg58757 silahkan cek di: www.planet-3care2016.blogspot.com.,1,id
8350,kuzum onurun dışarda pek bisi yapasi yok sanirim. olmadi bizimkiler evde takilsin. senle cocuklari alip çıkalım. kahve iceriz onlar dondurma falan yer,0,tr
8352,"yaudah mah eta harddisk laptop maneh keluarin dijadiin harddisk external aja.. cari temen case nya.. entar datanya copy-in, maneh ngerjain aja ga laptop",0,id
8354,k i'll take care,0,en
8355,thanks chikku..:-) gud nyt:-*,0,en
8356,kule bar 14 şubat sevgililer günü özel kurtalan ekspres & umut kuzey konseri rezervasyon numaramız 05558248834 14 şubat sevgi̇li̇ler günü i̇çi̇n yeri̇ni̇zi̇ ayirtmayi unutmayiniz.,1,tr
8358,oludenizdeki ucretsiz plajli otelimizde 5gun 4gece hersey dahil tatil 316tl 012 yas ucretsiz wwwdaisygardenresortcom 02525300222 sms iptal URL TOKEN iptalmobi,1,tr
8359,kampanya:vakifbank worldcard 3-29 subat arasi toplam 7484 tl uzeri harcayin 100 tl worldpuan kazanin!katilim icin katil yazin bosluk birakin kartinizin son 6 hanesini 6635e gonderin.kampanya smsi istemiyorsaniz vbred yazin 6757ye ucretsiz gonderin.,1,tr
8360,see forwarding message proof,0,en
8361,sorry! u unsubscribe yet. mob offer package min term 54 weeks> pls resubmit request expiry. reply themob help 4 info,1,en
8362,"machan go gym tomorrow, wil come late goodnight.",0,en
8363,yes..he really great..bhaji told kallis best cricketer sachin world:).very tough get out.,0,en
8364,hope ur head hurt 2 much ! ploughing way pile ironing ! staying chinky tonight come round like.,0,en
8365,"aight, we'll head",0,en
8366,"vodafone'dan yeni yila ozel mevcut tarifenize ek 1gb interneti 24tl yerine 5tlye almak icin hemen bfirsat1gb yazip 3636ya gonderin, size ozel firsatla tarifenizi buyutun! son gun 11 ocak! iletisim tercihlerinizi degistirmek icin iptal yazip 5203e gonderin",1,tr
8367,i̇yiyim,0,tr
8368,hyundai'nin turkiye'deki 25. yilina ozel 1 mayis - 21 haziran tarihleri arasinda yetkili bayilerimizde test surusu yapin 6 hyundai'den birini kazanma sansini yakalayin! hyundai bayilerinin size ozel faydalarini paylasmaya devam edecegiz.,1,tr
8369,ya even cookies jelly,0,en
8370,"alisveriste kazandiran neo karti, akbank subelerine basvurarak aninda alabilirsiniz. kart ucreti yok 30tl ustu ilk alisverise 10tl chip-para!",1,tr
8371,sn kahvecilütfen baglantiyi tiklayip onay veriniz cns kampanyalarindan bilgi alin hemde 10 indirim kazanin URL TOKEN smscnscomtr 396844,1,tr
8372,"jus chillaxin,",0,en
8373,"yeni sezon giyim urunlerinde 200tl'lik alisverisinizde gecerli 50tl,400tl'lik alisverisinizde gecerli 150tl exclusive card'iniza yuklenmistir. detay 4446836",1,tr
8374,seher bi ara duzeltti yine aynı oldu,0,tr
8375,lol grr mom taking forever prescription. pharmacy like 2 minutes away. ugh.,0,en
8377,paraf kigili'da 200 tl uzeri harcamalarinizda %10 parafpara! ustelik %70 net indirim icin son gun: 31 temmuz. detay: www.parafcard.com.tr,1,tr
8378,bu maaf lupa jumat ya...kalau jumat buka jam 1 bu...mau solat jumat dulu...maaf upi ya,0,id
8379,1 kupon program kartu as biber (beli internet berhadiah). cek total kupon maksimal 1x24 jam skrg *100*123#. info lengkap hub:188,1,id
8380,nothing getting msgs dis name wit different no's..,0,en
8381,"spesial anda! paket flash volume ultima, kuota 1,8gb/30hr, kuota banyak! harga rp60rb *100*473#. tarif&lokasi cek tsel.me/fl",1,id
8382,"well, i'm gonna finish bath now. good...fine night.",0,en
8383,"göremiyorum hiç, diyorum kız be alemdr",0,tr
8384,abiler im bugün saat 18.00 lotus cafe eski toplandığimiz yer lütfen gelmeniz önemli teşekkürler,0,tr
8385,valentine game. . . send dis msg ur friends. . 5 answers r someone really loves u. . ques- colour suits best?,0,en
8386,size minnettariz! ogretmenler gunune ozel dosya masrafsiz ihtiyac kredisine basvurmak icin t.c. kimlik numaranizi 5030'a gonderin. finansbank.com.tr,1,tr
8387,"den weekdays got special price... haiz... cant eat liao... cut nails oso muz wait finish drivin wat, lunch still muz eat wat...",0,en
8388,x2 &lt;#&gt; . going get,0,en
8389,joining today formally.pls keep praying.will talk later.,0,en
8391,"firsat yazin 2222 'ye ucretsiz gonderin, markalarin indirim firsatlarini tum hatlarinizla once ogrenin! hediye 30 dakika gunluk konusmayi kazanin!",1,tr
8392,yo! howz u? girls never rang india. l,0,en
8393,please tell special stock talking,0,en
8394,"akaryakitta 20tl bonus!30 nisana kadar uye isyeri istasyonlarda 75tl isleme 5tl,toplam 20tl bonus. firsat yazip 3340'a sms gonderin,katilin. paracard.com.tr",1,tr
8395,sorry hurt you.,0,en
8396,"alerjiye duyarli, yuksek performansli filtreleme sistemli philips marathon ultimate serisi elektrikli supurgeler 689tl'den baslayan fiyatlarla! n11.com/ultimate",1,tr
8397,"kampanya: kigili'da babalar gunu'ne ozel t-shirt 24, pantolon 49, 3 gomlek 99 tl. ustelik 150 tl uzeri ilk alisverisinizde 20 tl indiriminiz icin son 4 gun. bilgi icin sabit hatlardan: 0800 261 1938.",1,tr
8398,ah poop. looks like ill prob send laptop get fixed cuz gpu problem,0,en
8399,s:)but luck.2 catches put down:),0,en
8400,parafla ogretmenler gunune ozel pesin islemlere 2 ay erteleme firsati!kampanya bosluk kartin son 6 hanesini 3404e gonder! son gun:24 kasim parafcard.com.tr,1,tr
8401,class hours. sorry,0,en
8403,"bankamizdaki gelir bilginize istinaden, bireysel asil kartlarinizin limitinin 10000tlye arttirilmasi icin 06.12.2015a kadar limit yazip 3340a mesaj atin. size ozel indirim kampanyalarimiz ilgili ucretsiz sms almak istemiyorsaniz smsiptal yazip 3342",1,tr
8404,drug able eat.,0,en
8405,tek kelimeyle mükemmel,0,tr
8406,teşekkürler hocam. uygun fiyat vermiş :) artık birdahaki sefere diyelim. ilgin teşekkür ederim. ufaklık izmirde idi bugün hasretim bitiyor ikimii yerine ısırıklara bogucam söz :d allah a emanet olun . . .,0,tr
8407,* september then!,0,en
8408,"hocam günaydın, ben şimdi kütüphaneye gitmek lstiyorum. yapalım?",0,tr
8409,ìï go home liao? ask dad pick 6...,0,en
8410,hotic'te tum bot cizmelerde net %60 indirim! bilgilendirme almak istemiyorsaniz hotic yazip 3172'ye gonderebilirsiniz. mersis:0464001939500012,1,tr
8411,"udah bertemu beliau pa. beliau, pengujiannya bisanga besok pa.",0,id
8412,yes know cheesy songs frosty snowman :),0,en
8413,didnt. search online let know.,0,en
8414,sadece bugune ozel tum urunlerde %50 indirim firsati mugla ruyapark avm magazamizda sizlerle! sms almamak icin ret yazip 4909'a gonderin.mersis:0326026979700012,1,tr
8415,taraftar liginde son durum gs 38 fb 32 bjk 24 ts 6 takimina ozel uygulama takimini destekle 500mb internet kazan ucretsiz indirmek icin URL TOKEN trcllim besiktas httptrcllimfenerbahce httptrcllimgalatasaray,1,tr
8416,i'm going 2 orchard laready reaching soon. u reaching?,0,en
8417,play w computer? aiyah tok 2 u lor?,0,en
8418,enjoy ur life. . good night,0,en
8419,jalani ibadah haji dg nyaman tnpa prlu ganti kartu lokal.nikmati gratis 2menit/hr trima telp dr indosatooredoo&internet unlimited rp30rb/hari.info: *122*1# pai3,1,en
8420,pussy perfect!,0,en
8421,think one saying clearly. ok leave need ask her. go come,0,en
8422,"cift tarafli cok amacli ortuler,ister yatak ister koltuk ortusu,bu hafta cift k. 29.9tl,tek k. 24.9tl!iptal:5830'a mc yaz/mersis:0273065777400019 madamecoco.com",1,tr
8423,tum english home masa ortuleri %50 indirimle magazalarimizda www.englishhome.com.tr'de. sms almamak icin ret yazip 4909'a gonderin. mersis:0326026979700012,1,tr
8424,took hooch walk toaday fell over! splat! grazed knees everything! stayed home! see tomorrow!,0,en
8425,yves rocher'de tum urunlerde %50'ye varan buyuk kis indirimi'nde son 4 gun! kampanyamizda 31 ocak pazar son gun! (cikis:yr>3172)mersis0630038615700010,1,tr
8426,babe? said 2 hours almost 4 ... internet ?,0,en
8427,well i'm desperate i'll call armand,0,en
8428,"30 haziran'a kadar 32-35 gunluk tl,$,eur cinsinden vadeli hesap acilisinda size ozel faiz orani!bilgi icin:mugla sb. dilek demir 02522141297 - iletisim tercihlerinizi degistirmek icin:internet subesi 08507240724",1,tr
8429,ok pa. nothing problem:-),0,en
8430,"kampanya: vakifbank worldcardla 31 ekime kadar atm,4440724 internet bankaciliginda 60tl taksitle 500tl, 120tl taksitle 1000tl taksitli nakit avans kullanin 9 taksitte odeyin. kampanya smsi almak istemiyorsaniz vbred yazin, 6757ye ucretsiz gonderin.",1,tr
8431,good morning. repair shop--the reason i'm hour.,0,en
8432,good. think could send pix? would love see top bottom...,0,en
8433,ee msg na poortiyagi odalebeku: hanumanji 7 name 1-hanuman 2-bajarangabali 3-maruti 4-pavanaputra 5-sankatmochan 6-ramaduth 7-mahaveer ee 7 name &lt;#&gt; janarige ivatte kalisidare next saturday olage ondu good news keluviri...! maretare inde 1 dodda problum nalli siguviri idu matra &lt;#&gt; % true.. neglet.,0,en
8434,bi denermisin sende şifre ekranı geliypr,0,tr
8435,vakifbank worldcard 15 nisana kadar totalde 4 adet 100tl alisverise 16-26 nisan arasinda totalde 25tl indirim. total yaz kartin son 6 hanesini 6635e gonder.,1,tr
8436,yup next stop.,0,en
8438,need ke qi... ìï bored izzit suddenly thk this...,0,en
8439,"benim sürmüyor ya, bir haftada olup bitiyor.",0,tr
8440,"star wars guc uyaniyor serefine toyzz shop magazalarinda toyzzshop.com'da secili star wars urunlerde vodafone freezone'lulara %20 indirim! toyzz, yaz 6666 gonder, firsati kacirma!",1,tr
8441,sende öylesin melegim,0,tr
8442,yok yok. otobusteyim simdi.,0,tr
8443,happy saying,0,en
8445,dont shall buy one dear,0,en
8446,bi soyle ben aliyim boyle zamanlarda da!,0,tr
8447,hacı arabalı mısın yarın?,0,tr
8448,paraf gibgovtr den yapacaginiz mtv odemelerinize 3 5 taksit ustelik continentalden kdvsi bizden kampanyasi firsatiyla detay URL TOKEN urlparafcardcomtr 1r sms iptal icin ret yazip 3404e gonderebilirsiniz mersis0456000468500132,1,tr
8449,hey... going quit soon? xuhui working till end month,0,en
8450,anladım tamam sorun değil ;),0,tr
8451,first answer question.,0,en
8452,samus shoulders yet,0,en
8453,"selamat! berhak membeli paket pas nelpon, sms, internetan, video, nsp. pilih paketnya rp500 *100*999#, berlaku ini! info: 188",1,id
8454,oyle yapalım bakalım ona izin verecek mi,0,tr
8456,"vatan'da haftasonu lg 42lb580n 42 smart led ekran 1199 tl, iphone 5s 16 gb 1899 tl, i̇ntel işlemcili reeder a7im quad 7 tablet 199 tl.stoklarla limitlidir.",1,tr
8457,şimdi onur yanimda onunla konuştuk ben sevmiyorum emre aydin maalesef beni saymayın,0,tr
8459,"yeni girisimciler mevcut isletmeler, 10 bin tl den 500 bin tl ye kadar yararlanabileceginiz devlet destekleri icin cagri birakin,sizi arayalim. 08508401790",1,tr
8460,pls come quick cant bare this.,0,en
8461,selamat kpd pemilik no simcard 085643xxxxxx . uang tunai rp 49jt pt.indosat pin:rwd2749 www.indosat-poin-2013.jimdo.com hub 085693577707 !spam!,1,id
8462,s....s...india going draw series many years south african soil..,0,en
8463,vakifbanktan tum ihtiyaclariniz icin size ozel yeni yil kredisi. detayli bilgi icin: www.vakifbank.com.tr,1,tr
8464,nope i'm drivin... neva develop da photos lei...,0,en
8465,blue card sahiplerine ozel burger king hyundai menu sadece 1175tl promosyon kodu6594882731 ayrintili bilgi icin URL TOKEN bitly 1dk3bca,1,tr
8467,english home kaz tuyu yastik yorganlar %50 indirimle magazalarimizda sizi bekliyor! sms almamak icin ret yazip 4909'a gonderin.mersis:0326026979700012,1,tr
8468,"pesin al, taksit taksit ode!31 aralik'a kadar olan harcamalarinizi ucretsiz,faizsiz 4'e bolun!""taksit"" boşluk kartin son 6 hanesini 3404'e gonder! parafcard.com",1,tr
8469,really good:)dhanush rocks again:),0,en
8470,"\ey! calm downon theacusations.. itxt u cos iwana know wotu r doin thew/end... haventcn u ages..ring ur up4 nething sat.love j xxx.\""""",0,en
8471,"well officially philosophical hole, u wanna call home ready saved!",0,en
8472,yok yemek yiyorum zaten fazlasını midem kabul etmiyo an bırakıyorum tıkınıyorum cunki,0,tr
8473,yes started send requests make pain came back i'm back bed. double coins factory too. gotta cash nitros.,0,en
8474,"nama1, database view controller js dropdown kotanya.",0,id
8475,"yeah hopefully, tyler can't could maybe ask around bit",0,en
8476,selamat !!! mndptkan cek tunai rp.27jt dr pt.bank rakyat indonesia pin anda:ijh76k79 u/info klik www.bri-untungbeliung.blogspot.com hub:021-3677-1839,1,id
8477,sabah benide alir misin kardesim?,0,tr
8478,i.ll hand phone chat wit u,0,en
8479,"oh ! half hour much longer syria canada, eh ? wow must get much work done day us extra time ! *grins*",0,en
8480,platinum ayricaliklar dunyasi sizi bekliyor. istemedikce limitini asmayan 4gb internet (ilk 3 ay 5gb) yone 1500dk 1000sms/mms ayda 85tl! hemen platinum yazip 2222ye gonderin.,1,tr
8482,ok..come home vl nice meet v chat..,0,en
8483,"got part nottingham - 3 hrs 63miles. good thing love man much, 40mph. hey ho",0,en
8484,kampanya 1299 tlye samsung galaxy s5 16gb akilli telefon firsati URL TOKEN googl yudmiu sms listemizden cikmak icin 4933e kliksa ret yazip yollayabilirsiniz,1,tr
8485,want snow. freezing windy.,0,en
8486,i̇nşallh olur,0,tr
8487,beerage?,0,en
8489,"ucretsiz 9 ay taksitli nakit avansin faizini %0,99'a dusurduk (vergiler haric)! 6012 biten kartinizda gecerli firsat icin songun 31temmuz bonus.com.tr/7 bilgi:4440333 size ozel indirim kampanyalarimiz ilgili ucretsiz sms almak istemiyorsaniz smsiptal yazip 3342'ye gonderebilirsiniz.",1,tr
8490,hiya comin 2 bristol 1 st week april. les got + rudi new yrs eve snoring.they drunk! u bak college yet? work sends ink 2 bath.,0,en
8491,"mostly sports type..lyk footbl,crckt..",0,en
8492,"valued customer, pleased advise following recent review mob no. awarded å£1500 bonus prize, call 09066368470",1,en
8493,ok lor... u wan go look 4 u?,0,en
8494,office around 4 pm. going hospital.,0,en
8495,bir süre kendini amorti etsin yeter,0,tr
8496,life spend someone lifetime may meaningless moments spent someone really love means life itself..,0,en
8497,selam zeynep karar verdiniz mi aksam film?,0,tr
8498,says &lt;#&gt; year old man money. i'm last &lt;#&gt; . still waiting check.,0,en
8499,lol! oops sorry! fun.,0,en
8500,yok canim merak ettim sadece selam söyle annenlere,0,tr
8501,still around? looking pick later,0,en
8502,aynen olabilir sanırım tekerinde sorunu vardı,0,tr
8503,teşekkür ederim. i̇yi akşamlar dilerim...,0,tr
8504,gajadi gadiabsen yg telatnya lebib dr 15 menit da kayanya,0,id
8505,"efsane 3'lü geri döndü! mugla festiva altinyildiz classics'te takim elbise,palto,kaban ceket'te istediginiz 3 ürün 1999tl yerine sadece 699tl.üstelik 50tl'ye varan hediye çeki firsati ile.teklifleri almak istemiyorsaniz ret altinyildiz yazip 3347'ye gönderin.mersis no:0187062871800019",1,tr
8506,4.5gb/30 rp 55 ribu spesial terpilih. aktifkan *550*907# buruan..! skb,1,id
8507,"no! found diff farm shop buy cheese. way back now, call in?",0,en
8508,"haha, legs neck killing amigos hoping end night burn, think could swing like hour?",0,en
8509,tatlım alemdesiniz geldi mi serkan maçtan,0,tr
8510,"yep, derek's house now, see sunday &lt;3",0,en
8511,musmutlu yıllar dilerim. gönlünüzce olsun...,0,tr
8512,ahahahaha eveeet ;),0,en
8513,kantor siang aja..,0,id
8514,late:)but k.wish same.,0,en
8515,"kampanya:vakifbank worldcardla 31 aralika kadar farkli gunde tek seferde yapacaginiz 150tl taksitli isleme 10tl, toplam 30tl worldpuan!katilim icin islem oncesi evet yazip kartin son 6 hanesini 6635e gonderin.kampanya sms iptali icin vbred yazin 6757ye gonderin",1,tr
8516,"plg yth, paket 10 mb 1 berakhir. dikenakan tarif non paket.aktifkan paket flash *363#",0,id
8517,babalar gunune ozel:16-21 haziran tarihleri arasinda tum erkek t-shirtlerinde 3 al 2 ode kampanyasi baslamistir.sms almamak icin venaret yazip 7889 a gonderin.,1,tr
8518,öperim.. sende selam söyle.. görüşürüz,0,tr
8519,nama1 pergi ga? kalo engga kosan,0,id
8520,"hocam, sevindik. allah anneli, babalı büyütsün inşallah. ziyaretinize geliriz bir gün. yapabilecegimiz bir var mı? lütfen bilgilendirin. üçünüzede sağlıklı mutlu günler",0,tr
8521,tp ya. temen mah mau. ga halangan hdr kyknya hihi,0,id
8522,bus leaves &lt;#&gt;,0,en
8523,ok. gentleman treat dignity respect.,0,en
8524,10 tl dedi sene piyasa pahalıymış fabrikalar bile 9 tl den alıyormuş,0,tr
8525,yup lunch buffet now.. u eat already?,0,en
8526,"degerli kredi musterimiz,garanti'den yeni kredinizi alirken ayricaliklisiniz! 30 eylul'e kadar garanti'ye gelin, firsati kacirmayin.kampanyalarimizla ilgili bilgi almak icin 02522117046 firsat kodu: 20310.",1,tr
8527,"7-8 temmuz tarihlerinde internet subesi'ne giris yaptiniz, arzum.com.tr'deki okka turk kahvesi makinesi alisverislerinde gecerli %30 indirim kazandiniz. kodunuzu 19 temmuz tarihine kadar kullanabilirsiniz. keyifli alisverisler.kodunuz: okgrotk5qa",1,tr
8528,first time history 'need' 'comfort' 'luxury' sold price india..!! onion-rs. &lt;#&gt; petrol-rs. &lt;#&gt; beer-rs. &lt;#&gt; shesil &lt;#&gt;,0,en
8529,kelebekli urunlerde sezon indirimine ilave %40 indirim!boyner www.boyner.com.tr 31 agustos'ta boyner anahtar'la gecerlidir.boyner sms veri tabaninda kayitli oldugunuz icin iletiyi aliyorsunuz.bilgi icin 4442967.cikmak icin ret boyner yazip 5956'y,1,tr
8530,kallis dismissial 2nd test:-).,0,en
8531,geçmiş olsun memo onun selamı var ;),0,tr
8532,not..tel software name..,0,en
8533,"tp gak tertarik gt sih diperusahaan itu, org it nya",0,id
8534,"molacity avm 2.dogumgununu sizlerle kutluyor.gun boyu dans gosterileri,cocuk aktiviteleri %70e varan indirimler sizleri bekliyor.molacity avm-kipa yaninda",1,tr
8535,boltblue tones 150p reply poly# mono# eg poly3 1. cha cha slide 2. yeah 3. slow jamz 6. toxic 8. come stop 4 tones txt,1,en
8536,yoo,0,en
8537,oh yes speak txt 2 u no! hmm. u get email?,0,en
8538,pls go ahead watts. wanted sure. great weekend. abiola,0,en
8539,u sleeping now.. going take? haha.. got spys wat.. online checking n replying mails lor..,0,en
8540,management puzzeles.,0,en
8541,son sms kampanyasi sony 1800 wat subwoofer 135tl sony slimkabin subwoofer 229tl sony oval hoparlor 72tl pioneer avh-x1600dvd multimedya sistem 555tl 02124386676,1,en
8542,tamamdır ablam bakarım bi,0,tr
8543,british town dil okulunda 1 kur alana 1 kur hediye kampanyasinda son 3 gun!firsatlar icin gec kalmayin!mimar sinan cad. finansbank 0246 218 0900 / 223 7581,1,tr
8544,ugh fuck i'm resubbing eve,0,en
8545,po de :-):):-):-):-). no need job aha.,0,id
